gene;log2FC;pvalue;ATAC score (pi-value)
C18orf12;-0.302744455;0.029867075;-0.461626957282522
C18orf21;0.215096946;0.015636534;0.388434864750329
C18orf25;0.532026853;0.023947522;0.862276892673098
C18orf32;0.213311056;0.015578235;0.385555840590584
C18orf54;0.430897987;0.000507182;1.41973827231136
C18orf61;0.285001005;0.068915953;0.331080034137498
C18orf63;0.134308236;0.630953875;0.026861967939585
C18orf65;0.130414741;0.160687441;0.103551660358113
C18orf8;-1.126117754;0.004430465;-2.65037521689603
C19orf10;0.554752295;0.027150548;0.868864916290874
C19orf12;0.42338633;0.003796406;1.02486052954725
C19orf24;-0.457362771;0.001801007;-1.25522508125626
C19orf25;-0.685418758;0.005855931;-1.53013161074254
C19orf26;-0.269624268;0.016143248;-0.483169136808625
C19orf33;-0.57764266;0.006061648;-1.28087019869193
C19orf35;-0.661673797;0.012208246;-1.26601139457963
C19orf38;-0.30499853;0.251344478;-0.182916967168983
C19orf40;-0.830634168;0.006111999;-1.83887181388055
C19orf43;0.451813127;0.003181374;1.12835144931448
C19orf44;0.205940901;0.007173306;0.44159508752732
C19orf45;0.196528115;0.049951404;0.255771967362641
C19orf47;0.628439964;0.019556722;1.07381784110673
C19orf48;-0.365761008;0.021032771;-0.613419069109601
C19orf52;0.240379935;0.0279685;0.373389562742956
C19orf53;0.451813127;0.003181374;1.12835144931448
C19orf54;0.628439964;0.019556722;1.07381784110673
C19orf57;-0.231102277;0.06824828;-0.269444060426336
C19orf60;-0.502914701;0.008078662;-1.05242976071544
C19orf66;-0.242859087;0.006321013;-0.53409893816033
C19orf67;-0.592684632;0.103934;-0.582752635207577
C19orf68;-0.487512525;0.008225215;-1.01639182409014
C19orf70;0.349370763;0.033409637;0.515716050543318
C19orf71;0.387521622;0.088148764;0.408751518529982
C19orf73;0.355626884;0.006080105;0.788100797514344
C19orf81;-0.192020672;0.094996978;-0.196300853116074
C19orf83;-0.729621744;0.00712075;-1.56684391584186
C19orf84;0.208094902;0.053118884;0.265269196456517
C1D;0.342597212;0.022648949;0.563555950624839
C1GALT1;0.441147931;0.00223298;1.16953397064604
C1GALT1C1;0.371202031;0.130453252;0.328344933967996
C1GALT1C1L;0.028021981;0.641209628;0.00540824135717576
C1orf100;0.475423062;0.053029689;0.606393044439789
C1orf105;0.706498034;0.026832885;1.11014341430508
C1orf106;0.128662757;0.686315361;0.0210333089778511
C1orf109;0.575771765;0.006056536;1.27693262743113
C1orf112;0.348309459;0.007354174;0.743106422710987
C1orf115;0.362295363;0.073229365;0.411319262869981
C1orf116;0.163382062;0.011594404;0.316267083185284
C1orf122;0.341626409;0.013079294;0.643424541535145
C1orf123;0.384844042;0.012679217;0.730013574733932
C1orf127;-0.572586868;0.231572334;-0.363772068166919
C1orf131;-0.358583162;0.08632449;-0.381484426606959
C1orf140;0.19201139;0.092709781;0.198323657844843
C1orf141;0.435188963;0.014270465;0.803168158648258
C1orf145;-0.025177216;0.675011691;-0.00429746640093244
C1orf158;-0.260572936;0.279131113;-0.144407372113931
C1orf159;-0.524385735;0.006434242;-1.14919270624941
C1orf162;0.188482932;0.107704979;0.182407037597776
C1orf167;-0.350910008;0.052939679;-0.447837912954133
C1orf168;0.194848456;0.048308328;0.256416280187576
C1orf174;0.261188994;0.046953094;0.346946687216609
C1orf185;-0.402358683;0.003758819;-0.975699119626341
C1orf186;0.059413654;0.763168167;0.00697396003512708
C1orf189;-0.290219525;0.125060946;-0.262032908602887
C1orf192;-0.331962972;0.011087867;-0.649038066010527
C1orf194;0.322517224;0.006568086;0.703913569554097
C1orf195;0.23735396;0.073489597;0.269105780494285
C1orf198;-0.357946434;0.074856795;-0.402964917151895
C1orf204;0.295844524;0.135115763;0.257175864308472
C1orf21;-0.200585909;0.080593235;-0.219381091773145
C1orf210;-0.169673939;0.400709209;-0.0673895131547245
C1orf216;-0.382458489;0.002109991;-1.0233515976209
C1orf220;0.27559729;0.054421634;0.348417927249491
C1orf228;0.455186827;0.015726994;0.820863112169554
C1orf229;-0.394359693;0.033305824;-0.582658487143337
C1orf233;-0.328583738;0.110880905;-0.313844535482316
C1orf27;0.151045585;0.050886575;0.195361873122374
C1orf35;0.22427838;0.20480595;0.154450972873433
C1orf43;0.36839219;0.028215952;0.5708256479905
C1orf50;0.302016027;0.009104766;0.616333532657697
C1orf52;-0.662185941;0.007530232;-1.40594765627642
C1orf53;0.36633446;0.032712398;0.544112037673951
C1orf54;0.088441776;0.131849631;0.0778217831703576
C1orf56;-0.036190367;0.466335029;-0.0119899395586791
C1orf61;-0.143195394;0.215650113;-0.0954039756357676
C1orf74;0.051235249;0.338734411;0.0240877749307098
C1orf85;0.509775891;0.007195818;1.09240886545912
C1orf86;-0.332400135;0.118219705;-0.308238011968144
C1orf87;-0.084401438;0.740550543;-0.0110097705022481
C1orf95;0.298114563;0.038882357;0.420415292309011
C1QB;-0.439715124;0.095804066;-0.447900886573085
C1QBP;0.382287663;0.070245045;0.440924590478981
C1QC;0.299608833;0.007077809;0.644189299770133
C1QL1;-0.538530843;0.006139296;-1.19116636952096
C1QL3;-0.476986208;0.124875668;-0.430967616373467
C1QL4;0.187101483;0.126776282;0.167822918344219
C1QTNF1;0.185455389;0.038840381;0.261624980722752
C1QTNF1-AS1;-0.671483095;0.217793173;-0.444492087619153
C1QTNF12;-0.546943164;0.188689737;-0.396124527734035
C1QTNF3;0.255192649;0.018974005;0.439401163218984
C1QTNF3-AMACR;-0.462275617;0.102950714;-0.456437370449066
C1QTNF4;0.359896348;0.119064788;0.332622199606138
C1QTNF6;-0.589460043;0.047447551;-0.78031906961969
C1QTNF7;-0.238022999;0.238117005;-0.148338215278614
C1QTNF8;0.213134121;0.074717588;0.240112031936729
C1QTNF9;-0.51222805;0.234112449;-0.322998454619054
C1QTNF9B;0.30723733;0.074742654;0.346081801899072
C1QTNF9B-AS1;0.168009631;0.036306128;0.241937239844507
C1R;-0.313251475;0.142609689;-0.264964063110918
C1RL;0.392430165;0.013573853;0.732783614235633
C1RL-AS1;0.392430165;0.013573853;0.732783614235633
C1S;0.228320506;0.109158594;0.219631099440736
C2;-0.448975182;0.022542719;-0.73945929733728
C2-AS1;-0.227030953;0.147847644;-0.18847782605181
C20orf141;0.533890959;0.034704295;0.779276199052346
C20orf144;-0.406396527;0.02189775;-0.674455882149913
C20orf166-AS1;0.278430383;0.30108138;0.145150241958915
C20orf173;0.114834067;0.199382458;0.080419796197752
C20orf194;0.369796169;0.005712078;0.829528937292938
C20orf195;0.355053073;0.029868187;0.541381779331659
C20orf196;0.577600812;0.050050165;0.751224431454494
C20orf197;0.387899546;0.038167375;0.550160916047924
C20orf203;-0.563035045;0.002280447;-1.48752733763053
C20orf204;0.101639015;0.776184145;0.0111838726745729
C20orf24;0.227717736;0.006462762;0.498606618769339
C20orf27;0.424631119;0.000715708;1.335577026362
C20orf62;-0.440852075;0.113368847;-0.416828401171606
C20orf85;-0.164340249;0.216532637;-0.109200255667656
C20orf96;-0.464736514;0.005333811;-1.05632861168231
C21orf140;0.407853334;0.018394745;0.707750430709093
C21orf2;0.319649991;0.002580853;0.827329847852776
C21orf33;0.249400637;0.020071445;0.423337968516464
C21orf58;-0.399435038;0.086740147;-0.424112073206702
C21orf59;-0.517070741;0.004151533;-1.2315546986958
C21orf62-AS1;-0.517070741;0.004151533;-1.2315546986958
C21orf91;-0.651338493;0.02405819;-1.05434575044251
C21orf91-OT1;0.507657822;0.01482754;0.928471075101745
C22orf15;-0.193642996;0.346125021;-0.089224303286197
C22orf23;0.285282073;0.1038048;0.280655529230637
C22orf24;-0.406396527;0.02189775;-0.674455882149913
C22orf29;-0.889764235;0.004989047;-2.0482216133111
C22orf31;-0.210830485;0.266314233;-0.12114438204166
C22orf34;-0.385883657;0.04387057;-0.523963141394295
C22orf39;-0.889764235;0.004989047;-2.0482216133111
C22orf46;-0.610484001;0.000312491;-2.13984561871894
C2CD2;0.274413338;0.004109703;0.654802242968827
C2CD2L;0.706301887;0.007324742;1.50810120497132
C2CD3;0.377575506;0.007059671;0.812246295195625
C2CD4A;-0.20278409;0.074580393;-0.228613780881744
C2CD4B;-0.115743404;0.939645984;-0.00312920835198265
C2CD4C;-0.426656861;0.207966635;-0.290982682166419
C2CD4D;-0.349419789;0.00831407;-0.726858266164097
C2CD5;0.445883841;0.00183196;1.22042153293816
C2CD6;-0.340595163;0.258973048;-0.199842655958048
C2orf15;0.343605487;0.191644335;0.246538316137727
C2orf16;-0.262368706;0.393115279;-0.106385282943869
C2orf27A;-0.1815681;0.091689291;-0.18840983757042
C2orf27B;-0.152627163;0.123942894;-0.138399009705124
C2orf40;0.319456459;0.115981618;0.298886924966477
C2orf42;-0.522692215;0.020040151;-0.887583133055428
C2orf43;-0.42362101;0.164322066;-0.332247700659028
C2orf44;0.092590217;0.189261595;0.066936940392939
C2orf47;0.430147754;0.110057539;0.412245091664522
C2orf48;-0.449946433;0.020551509;-0.75912995209264
C2orf49;-0.570900406;0.040214118;-0.796760853604712
C2orf50;0.324220048;0.025895507;0.514464455247
C2orf61;-0.344902538;0.008530128;-0.713618682701494
C2orf66;0.13862148;0.43786663;0.0497177237489102
C2orf68;-0.46181538;0.044662813;-0.623475667416768
C2orf69;-0.008102974;0.810200289;-0.00074067345675464
C2orf70;0.399410661;0.042057177;0.549652928023315
C2orf71;0.224940104;0.036994777;0.322082644235144
C2orf72;0.16803798;0.211536294;0.113360960112765
C2orf73;-0.244015397;0.040615781;-0.339499888605639
C2orf74;0.148762853;0.0017482;0.410200012486255
C2orf76;0.231307411;0.060870881;0.281175071162246
C2orf81;-0.252488297;0.014717484;-0.4626005811393
C2orf88;0.355944319;0.204811789;0.245119292968942
C2orf91;-0.585785426;0.055823315;-0.734097144154716
C3;-0.240262048;0.04324291;-0.32773787693859
C3AR1;-0.332133622;0.119182877;-0.306820435033347
C3orf14;0.23244665;0.019202173;0.399029453833241
C3orf17;-0.168908933;0.033961821;-0.248128748053303
C3orf18;0.2842983;0.052250686;0.364444266100568
C3orf20;-0.656788814;0.002449317;-1.71484603994605
C3orf27;0.33569737;0.143766477;0.28277211808898
C3orf30;0.343775771;0.087086138;0.364419839041561
C3orf33;0.430744955;0.019770776;0.733979187927007
C3orf35;-0.102450197;0.418794484;-0.0387260768420411
C3orf36;-0.328439535;0.013220763;-0.617053634960313
C3orf38;0.403140259;0.116136773;0.376948335355744
C3orf49;0.638020768;0.000815576;1.97054983171782
C3orf52;0.186981507;0.278546465;0.103793873708345
C3orf56;-0.226850076;0.506529732;-0.0670103912620427
C3orf58;-0.872722737;0.001536351;-2.45541375729201
C3orf62;0.213311056;0.015578235;0.385555840590584
C3orf67;-0.279407082;0.29684955;-0.147377066760198
C3orf67-AS1;0.536446551;0.021555948;0.893952167051791
C3orf70;-0.278139039;0.038516637;-0.393386405793854
C3orf79;-0.289824457;0.231631557;-0.18409715401384
C3orf80;0.374510783;0.069295249;0.434169055050057
C4A;0.590342125;0.035595431;0.85517299327643
C4B;0.590342125;0.035595431;0.85517299327643
C4B_2;0.590342125;0.035595431;0.85517299327643
C4BPA;-0.163242208;0.476793165;-0.052510117617547
C4BPB;-0.361938364;0.038646487;-0.511379087042796
C4orf19;0.374749235;0.005704929;0.840843504656626
C4orf22;0.399820429;0.006986128;0.861918271988203
C4orf26;0.279769017;0.217631681;0.185284832423375
C4orf27;0.519086465;0.003428657;1.2794837483098
C4orf29;-0.112021818;0.134167204;-0.0977226396480489
C4orf3;0.240246242;0.113449939;0.22707972287768
C4orf32;0.225793297;0.01595562;0.405770044152802
C4orf33;0.522533339;0.017062516;0.923816436986672
C4orf36;-0.7360853;0.00642753;-1.6134665071435
C4orf45;-0.244915673;0.016808024;-0.434598781560251
C4orf46;-0.653676278;0.003174004;-1.63313993016759
C4orf48;-0.449941445;0.014892564;-0.82205675441809
C4orf51;-0.372509453;0.216198983;-0.247773304232398
C5;0.280078268;0.199827462;0.195871288033278
C5AR1;-0.705230409;0.011940141;-1.35615140829519
C5AR2;0.255408416;0.144035491;0.214933967572266
C5orf15;0.211287396;0.065737818;0.249780730090558
C5orf17;-0.145850845;0.389651734;-0.0597001618364153
C5orf22;-0.219834445;0.008457451;-0.455664156269582
C5orf24;0.507650724;0.012348115;0.968800303848206
C5orf28;-0.672425123;0.002838904;-1.71256544928972
C5orf30;0.246768527;0.025005433;0.395314696526037
C5orf34;-0.672425123;0.002838904;-1.71256544928972
C5orf38;-0.471306847;0.015158588;-0.857467988487815
C5orf42;0.651116447;0.039127066;0.916461190618402
C5orf45;0.393893243;0.002097362;1.05497475218055
C5orf47;0.158500899;0.410836261;0.0612338475721608
C5orf49;0.417487411;0.116401825;0.38995002928041
C5orf51;-0.587361104;0.019674264;-1.00209766369364
C5orf52;0.363637585;0.029354368;0.557211786275208
C5orf55;0.306840526;0.012999278;0.57872601505752
C5orf56;0.47774044;0.002966373;1.20761997786599
C5orf58;0.466573175;0.006044089;1.03517150923683
C5orf63;0.200749286;0.148642455;0.166191727842136
C5orf64;0.11215488;0.999992611;3.59906555693017E-07
C5orf64-AS1;-0.053059009;0.348552566;-0.0242867912226221
C5orf66;0.507650724;0.012348115;0.968800303848206
C5orf66-AS1;-0.27889006;0.454696341;-0.0954580827258856
C5orf66-AS2;-0.28775074;0.005385926;-0.652831503911762
C5orf67;0.70570465;0.001683253;1.957519268824
C6orf1;-0.665010989;0.027746479;-1.03528386776992
C6orf106;-0.350468599;0.011767299;-0.676167202862911
C6orf118;-0.329437521;0.035150253;-0.479025725050375
C6orf120;0.335237579;0.016362288;0.598786602225798
C6orf132;-0.378353268;0.027726745;-0.589134294227368
C6orf136;-0.360300069;0.007705567;-0.761384448072955
C6orf141;0.233283541;0.027560101;0.363856816820681
C6orf15;0.247401977;0.029905954;0.377100568104597
C6orf164;0.166410003;0.306245695;0.0855230941081526
C6orf165;-0.492565812;0.059350271;-0.604170040636097
C6orf195;-0.389348216;0.018191495;-0.677517137414272
C6orf203;0.253969439;0.012394187;0.484264343565195
C6orf211;0.148006786;0.030047836;0.22529397592574
C6orf222;0.390322411;0.066940137;0.45836083878642
C6orf223;0.420305607;0.019255214;0.721013947167227
C6orf226;-0.557751838;0.08766556;-0.589639061979234
C6orf229;0.389063161;0.259784461;0.227752450408957
C6orf47;-0.647046466;0.00115823;-1.89986119185959
C6orf48;-0.448975182;0.022542719;-0.73945929733728
C6orf52;0.390174878;0.003110612;0.978228567307279
C6orf57;0.453774317;0.061748539;0.548782549359683
C6orf62;0.363404119;0.006868477;0.786093823061944
C6orf7;-0.507336829;0.038441844;-0.717980943509129
C6orf89;0.387823092;0.007547582;0.823035125281195
C6orf99;0.158663627;0.177462602;0.119139431467908
C7orf13;0.430744955;0.019770776;0.733979187927007
C7orf25;-0.440858196;0.042479674;-0.604777572341017
C7orf26;-0.517739494;0.030275544;-0.786398682434457
C7orf31;-0.554015335;0.002770929;-1.41682474689125
C7orf33;0.55115946;0.029014364;0.847345358310937
C7orf34;0.397916641;0.049868918;0.51815513410351
C7orf43;-0.152791649;0.234994805;-0.0960970453525612
C7orf49;-0.303809385;0.026037735;-0.481354616602315
C7orf50;-0.577981399;0.002525003;-1.50144430217073
C7orf55;-0.462043118;0.024290365;-0.74599909000772
C7orf55-LUC7L2;-0.462043118;0.024290365;-0.74599909000772
C7orf57;-0.138243973;0.61824968;-0.0288703321357056
C7orf60;-0.363310365;0.067141606;-0.426166064471347
C7orf61;0.408214073;0.154372626;0.331237026091778
C7orf65;-9.83E-05;0.454308548;-3.36824057122706E-05
C7orf66;0.211601877;0.068958543;0.24575694290591
C7orf69;-0.513121955;0.180490254;-0.381529902296398
C7orf71;0.059208475;0.235193922;0.037216902381765
C7orf73;-0.303809385;0.026037735;-0.481354616602315
C8A;-0.204074305;0.552291735;-0.0526167751716835
C8B;0.344491284;0.081866382;0.374425648248769
C8G;-0.832068536;3.90E-05;-3.66853641775005
C8orf31;0.115927185;0.457090727;0.039414963417393
C8orf33;-0.073219069;0.400448275;-0.0291011805707934
C8orf34;-0.28139263;0.017534374;-0.494156336727091
C8orf34-AS1;-0.189088217;0.204366083;-0.130393566482727
C8orf37;-0.520778344;0.007866698;-1.09582570870617
C8orf37-AS1;-0.520778344;0.007866698;-1.09582570870617
C8orf44;0.270066524;0.028339205;0.417958284403095
C8orf44-SGK3;0.270066524;0.028339205;0.417958284403095
C8orf46;0.009457853;0.465492217;0.00314083547691357
C8orf49;0.206874981;0.016451816;0.369020727205343
C8orf58;0.170292391;0.067381283;0.199490847638948
C8orf59;0.174726012;0.087635965;0.184740892340933
C8orf74;0.281929125;0.196880218;0.198984989567751
C8orf76;-0.181514395;0.022985095;-0.297421082971755
C8orf82;0.288013898;0.089147826;0.30238269342103
C8orf86;0.285282073;0.1038048;0.280655529230637
C8orf87;0.313220466;0.046490348;0.417409245709449
C8orf88;0.28354643;0.008699815;0.584244578582165
C9orf106;0.239158018;0.062696641;0.2876486755834
C9orf114;-0.599237633;0.028510376;-0.925820378289209
C9orf116;-0.664975911;0.005793207;-1.48760494485394
C9orf117;-0.378462762;0.009443818;-0.766331228607512
C9orf129;0.378720647;0.269300609;0.215780884923775
C9orf131;0.031762485;0.77747641;0.00347204551468851
C9orf135-DT;-0.099986954;0.762727034;-0.0117615514138066
C9orf139;-0.345407663;0.004846357;-0.799475256581079
C9orf142;-0.345407663;0.004846357;-0.799475256581079
C9orf152;0.064658714;0.92590271;0.00216184113425448
C9orf156;-0.428805021;0.04249449;-0.588177859086503
C9orf16;-0.331129349;0.020429212;-0.559525282614585
C9orf163;-0.345407663;0.004846357;-0.799475256581079
C9orf170;-0.521372008;0.008843503;-1.07057259755922
C9orf171;0.419273308;0.001172627;1.22882302826797
C9orf172;-0.345407663;0.004846357;-0.799475256581079
C9orf173-AS1;-0.345407663;0.004846357;-0.799475256581079
C9orf24;0.391880054;0.031486983;0.588552485354832
C9orf3;-0.329468522;0.012228162;-0.630154283935422
C9orf40;0.401958662;0.012648523;0.762901536568948
C9orf41;0.414924269;0.161100363;0.328994897243141
C9orf41-AS1;0.414924269;0.161100363;0.328994897243141
C9orf43;0.610809176;0.051263164;0.788062695833729
C9orf47;0.144579578;0.013378867;0.270881501690054
C9orf50;0.239158018;0.062696641;0.2876486755834
C9orf57;0.10319538;0.718312855;0.0148277686571193
C9orf62;-0.365662356;0.126214269;-0.328690799652027
C9orf64;0.530477605;0.018331122;0.92133931425853
C9orf66;-0.591259133;0.001856634;-1.61489052026217
C9orf69;-0.832068536;3.90E-05;-3.66853641775005
C9orf72;0.409598159;0.011235247;0.798477768103916
C9orf78;0.508003229;0.062271302;0.61250561654116
C9orf84;0.191729145;0.974215482;0.00217516197431992
C9orf85;-0.30030279;0.013404923;-0.562387748534496
C9orf89;0.265504418;0.003691771;0.645909920778366
C9orf9;0.419273308;0.001172627;1.22882302826797
C9orf91;-0.326678291;0.023880263;-0.529859413087363
C9orf92;-0.154007901;0.32601966;-0.0749643021752025
CA1;0.361045856;0.025499688;0.575313983065411
CA11;-0.1894862;0.02549772;-0.301946004336678
CA12;0.25944929;0.013045495;0.488942418990567
CA13;-0.45058917;0.129615977;-0.39982645297572
CA14;0.39396908;0.060058723;0.481203252629578
CA2;-0.527914022;0.057080942;-0.656465768103402
CA3-AS1;-0.01487766;0.643738321;-0.00284595705923928
CA4;-0.189069636;0.053601849;-0.240273518123478
CA5B;-0.516914956;0.005216386;-1.17992573041004
CA5BP1;-0.516914956;0.005216386;-1.17992573041004
CA6;0.375751927;0.086595428;0.399238315073424
CA8;-0.257375724;0.051710909;-0.331092719826665
CA9;-0.508581131;0.054908526;-0.64099542341692
CAAP1;0.409598159;0.011235247;0.798477768103916
CAB39;0.402257815;0.001700739;1.11399763951869
