gene;log2FC;pvalue;ATAC score (pi-value)
PPM1G;0.390464216;0.016032909;0.70087845423484
PPM1H;-0.632361915;0.023556527;-1.02941483997705
PPM1J;0.225793297;0.01595562;0.405770044152802
PPM1K;0.313170486;0.026526878;0.493654977616774
PPM1L;0.374510783;0.069295249;0.434169055050057
PPM1M;-0.099390707;0.078393458;-0.109898310239878
PPM1N;0.316628577;0.004106463;0.755644258321327
PPME1;0.377575506;0.007059671;0.812246295195625
PPOX;-0.331962972;0.011087867;-0.649038066010527
PPP1CA;-0.560570701;0.014048603;-1.03838258925801
PPP1CB;-0.498110495;0.003846747;-1.2028902104475
PPP1CC;0.425803312;0.042688657;0.58321747732702
PPP1R10;0.229019996;0.017164796;0.40430305016439
PPP1R11;0.42338633;0.003796406;1.02486052954725
PPP1R12A;-0.390903784;0.014059094;-0.723970486010399
PPP1R12B;0.051331063;0.451079423;0.017747560205839
PPP1R12C;-0.460478652;0.029759319;-0.702864028574295
PPP1R13B;-0.279446435;0.054480647;-0.353152596119226
PPP1R13L;-0.49107991;0.006085844;-1.08807553437416
PPP1R14A;-0.256067514;0.15952126;-0.204132266650552
PPP1R14B;0.520062463;0.005840245;1.16159536095272
PPP1R14C;-0.428840109;0.03197319;-0.641207748260949
PPP1R14D;0.212737327;0.021685579;0.353958529321691
PPP1R15A;0.312156322;0.021355722;0.521452684940221
PPP1R15B;0.501749903;0.026964523;0.787349589457491
PPP1R16A;-0.108027936;0.378411324;-0.045591664576976
PPP1R16B;0.459679363;0.022514507;0.757339015336362
PPP1R17;-0.772308868;0.003370831;-1.90935065493327
PPP1R18;0.483643276;0.010109146;0.965006430850425
PPP1R1A;-0.654443352;0.00093225;-1.98326937948512
PPP1R1B;-0.201902111;0.097547652;-0.204079257752105
PPP1R1C;-0.0779838;0.373164417;-0.0333848472331266
PPP1R2;-0.493715931;0.044334778;-0.668123780233398
PPP1R21;-0.671785541;0.003091558;-1.68606253408948
PPP1R26;-0.608555756;0.009379158;-1.23405136009881
PPP1R26-AS1;-0.291773121;0.415136103;-0.111401748228337
PPP1R27;0.596075729;0.001972896;1.61232274045043
PPP1R2B;-0.127182871;0.846883347;-0.00917960265533414
PPP1R2C;0.26696205;0.035150857;0.388179928200126
PPP1R2P2;-0.156679717;0.486272245;-0.0490596341448565
PPP1R32;-0.688655176;0.021689014;-1.14575706709504
PPP1R35;0.450099564;0.02282205;0.738903855145939
PPP1R36;0.296182397;0.001775418;0.814708736196805
PPP1R37;-0.49107991;0.006085844;-1.08807553437416
PPP1R3A;0.013905328;0.756768786;0.00168305625566748
PPP1R3B;-0.375777369;0.026404224;-0.593099414003454
PPP1R3C;-0.313414564;0.050857593;-0.405446932307439
PPP1R3D;-0.263649459;0.093427974;-0.271433200115279
PPP1R3E;0.422559413;0.011654792;0.81701671203017
PPP1R3F;0.611378409;0.004598969;1.42899891570947
PPP1R3G;0.248364744;0.003999046;0.595589484879353
PPP1R42;-0.314727129;0.097780375;-0.317795183942207
PPP1R7;-0.450578773;0.027493472;-0.703250017183437
PPP1R8;0.439551581;0.027348674;0.687047131782776
PPP1R9A;0.429650476;0.060513572;0.523377528933068
PPP1R9B;0.197762451;0.031540075;0.296868587441162
PPP2CA;-0.479238706;0.027709075;-0.746355803977314
PPP2CB;-0.396088251;0.01155148;-0.767366472481059
PPP2R1A;-0.168368988;0.017484621;-0.29588219331897
PPP2R1B;0.609170111;0.005822228;1.36144085491887
PPP2R2A;0.235874095;0.011175604;0.46036231051148
PPP2R2B;0.157225704;0.548372278;0.0410240395121623
PPP2R2B-IT1;0.07587052;0.759498136;0.00906450046148765
PPP2R2C;-0.737085836;0.001186879;-2.15641357074115
PPP2R2D;-0.705544298;0.036958215;-1.0105433457924
PPP2R3A;-0.328837292;0.079093986;-0.362331519903271
PPP2R3B;0.27052546;0.050205867;0.351478994313882
PPP2R3C;-0.543963478;0.009427868;-1.10184508116436
PPP2R4;-0.570577904;0.005630696;-1.2834795732788
PPP2R5A;-0.567676679;0.021335;-0.948535136956836
PPP2R5B;0.577714629;0.000261107;2.070056362275
PPP2R5C;-0.746224256;0.008193445;-1.5570218767365
PPP2R5D;0.543267611;0.056071272;0.679768809090979
PPP2R5E;0.575925109;0.00304347;1.44939096847691
PPP3CA;0.395456774;0.03453772;0.578041672042235
PPP3CB;0.717421404;0.004563694;1.67925643078922
PPP3CB-AS1;-0.007030191;0.803223307;-0.000669018974358607
PPP3CC;-0.480850239;0.016476743;-0.857417828988981
PPP3R1;0.342597212;0.022648949;0.563555950624839
PPP3R2;0.469130528;0.227609629;0.301561498733287
PPP4C;-0.666854901;0.02636399;-1.05295646109041
PPP4R1;-0.244045224;0.012782831;-0.462068626378646
PPP4R1-AS1;-0.244045224;0.012782831;-0.462068626378646
PPP4R1L;0.611758204;0.004265959;1.44985674110117
PPP4R2;-0.529029513;0.045731564;-0.708785248307849
PPP4R3A;-0.44078586;0.030374748;-0.668886951817984
PPP4R3B;0.320131382;0.030718731;0.48422968129719
PPP4R3C;0.240513917;0.112557773;0.228157396223652
PPP4R4;-0.158925274;0.342712261;-0.0739114340447
PPP5C;-0.603490838;0.008942965;-1.2362621274783
PPP5D1;0.507559404;0.004095011;1.21192239220549
PPP6C;-0.606269668;0.005220662;-1.38367375689715
PPP6R1;0.551447936;0.003715796;1.33998988480087
PPP6R2;-0.654600184;0.015154888;-1.19101051698376
PPP6R3;0.614609364;0.00102524;1.8371746125455
PPRC1;-0.195528919;0.016911301;-0.34644263203514
PPT1;-0.44507819;0.00874198;-0.916144580714983
PPT2;0.477892272;0.018221521;0.831253165083408
PPT2-EGFL8;0.477892272;0.018221521;0.831253165083408
PPTC7;-0.7994003;0.026679187;-1.25811810281743
PPWD1;0.439773022;0.051426539;0.566785057041992
PPY;0.408647195;0.061985776;0.493526469208492
PPY2;0.332094788;0.615387829;0.0700225504842254
PQBP1;0.611378409;0.004598969;1.42899891570947
PQLC1;0.626833855;0.018860798;1.08093733293598
PQLC2;0.226985474;0.057615117;0.281340221822178
PQLC2L;-0.408563291;0.167987595;-0.316523291654274
PQLC3;-0.73989747;0.000260612;-2.65179666915269
PRAC1;-0.553631878;0.021693618;-0.92105964560017
PRAC2;-0.553631878;0.021693618;-0.92105964560017
PRADC1;0.150236327;0.05693663;0.186985370789216
PRAF2;-0.397640603;0.149683442;-0.32798440292957
PRAG1;-0.485658871;0.009922117;-0.972966872526917
PRAM1;0.450691245;0.019168143;0.774026139650975
PRAME;-0.648276374;0.00466111;-1.51146326869903
PRAMEF1;0.342121625;0.485671126;0.107309087261772
PRAMEF20;-0.556365217;0.214159036;-0.372354986218491
PRAMENP;0.598733398;0.049463246;0.781776607759508
PRB2;0.143895246;0.448289245;0.0501391012973738
PRB3;0.143895246;0.448289245;0.0501391012973738
PRB4;0.087031382;0.925549529;0.00292428366527085
PRC1;-0.44078586;0.030374748;-0.668886951817984
PRCC;-0.418438783;0.082791875;-0.452755902372173
PRCD;-0.240447772;0.038819581;-0.339259581083152
PRCP;0.485000598;0.079311124;0.533823617390707
PRDM1;0.344395256;0.000853171;1.05693661316343
PRDM10;-0.292880505;0.010839674;-0.575505441475107
PRDM11;-0.323503372;0.046463692;-0.431193207422049
PRDM12;-0.466755085;0.098847911;-0.469104032021569
PRDM13;-0.312519917;0.198423208;-0.219516343977604
PRDM14;-0.478018203;0.01320121;-0.898380842887276
PRDM15;0.420305607;0.019255214;0.721013947167227
PRDM16;-0.253743465;0.308713957;-0.129521762148902
PRDM2;0.283524484;0.00965306;0.571396814368992
PRDM4;0.557211776;0.00128488;1.61097582253724
PRDM5;-0.332407681;0.084462031;-0.356785954934141
PRDM6;0.444496996;0.019703921;0.758066220535607
PRDM7;0.50046319;0.052078873;0.642263640814327
PRDM8;0.224603021;0.042634096;0.307760704103518
PRDM9;0.203466169;0.039787733;0.284903666953244
PRDX1;-0.324457087;0.019301523;-0.556251962314363
PRDX2;0.451813127;0.003181374;1.12835144931448
PRDX3;0.314254779;0.035392295;0.456012367867254
PRDX4;0.282816853;0.013550459;0.528314889144743
PRDX5;-0.667747864;0.007240429;-1.42913781767751
PRDX6;0.403998765;0.025717774;0.642263752914972
PREB;0.307810888;0.018622172;0.532503499225892
PRELID1;0.318824221;0.008013501;0.668312223727666
PRELID2;-0.078357292;0.295069681;-0.0415352739054833
PRELID3A;-0.305363687;0.003478683;-0.750762624729384
PRELID3B;0.014340448;0.92214432;0.000504799608077893
PREP;0.53979457;0.009879046;1.08244195017281
PREPL;-0.36685863;0.011283896;-0.714472195705867
PREX1;0.507559404;0.004095011;1.21192239220549
PREX2;-0.452534343;0.026051568;-0.71688957980376
PRF1;-0.47518208;0.025305469;-0.758763907124663
PRG2;0.326216604;0.216068414;0.217067371570868
PRG3;-0.337025033;0.112570178;-0.319694075821707
PRG4;0.71773073;0.145673536;0.60046740806471
PRH1;-0.352621114;0.007495666;-0.749386785376337
PRH1-PRR4;-0.352621114;0.007495666;-0.749386785376337
PRICKLE1;0.221147431;0.040272403;0.308498997876296
PRICKLE2;0.338353604;0.006885746;0.731537071682981
PRICKLE2-AS1;-0.226965747;0.297218043;-0.119593887588275
PRICKLE2-AS2;0.338353604;0.006885746;0.731537071682981
PRICKLE2-AS3;0.338353604;0.006885746;0.731537071682981
PRICKLE3;0.611378409;0.004598969;1.42899891570947
PRICKLE4;0.527133022;0.024180561;0.852128256244032
PRIM1;0.341114604;0.008181161;0.711969305427364
PRIM2;0.458800833;0.004289141;1.08627046788397
PRIMA1;0.043766695;0.058226209;0.0540466813184768
PRIMPOL;0.167619544;0.020090762;0.284450968101616
PRKAA1;0.451287729;0.013293743;0.846774958460167
PRKAB1;0.231307411;0.060870881;0.281175071162246
PRKAB2;0.280048027;0.025880306;0.444444786364356
PRKACA;-0.316049709;0.015326013;-0.573494576585902
PRKACB;0.538856667;0.050314909;0.69959939354233
PRKACG;0.155334007;0.039650602;0.217739477642033
PRKAG1;0.611378409;0.004598969;1.42899891570947
PRKAG2;-0.200896681;0.048282078;-0.264423033464269
PRKAG2-AS1;-0.349419789;0.00831407;-0.726858266164097
PRKAR1A;0.342597212;0.022648949;0.563555950624839
PRKAR1B;0.169216318;0.036914075;0.242454495809099
PRKAR2A;0.107595739;0.037265681;0.153721057274874
PRKAR2A-AS1;0.107595739;0.037265681;0.153721057274874
PRKAR2B;0.344395256;0.000853171;1.05693661316343
PRKCA;0.577714629;0.000261107;2.070056362275
PRKCA-AS1;-0.201790771;0.655290347;-0.0370419709872977
PRKCB;0.11819815;0.016721153;0.210006645752579
PRKCD;-0.445532072;0.082838804;-0.481961527567001
PRKCDBP;0.501661715;0.009377743;1.01732063133479
PRKCE;0.316628577;0.004106463;0.755644258321327
PRKCG;-0.40852432;0.036711916;-0.586311223565203
PRKCH;-0.50108653;0.010440427;-0.992793591490899
PRKCI;-0.743363911;0.022279039;-1.22811415352706
PRKCQ;0.286277866;0.005590745;0.644849571946568
PRKCQ-AS1;0.286277866;0.005590745;0.644849571946568
PRKCSH;0.225173812;0.032235991;0.33588253741359
PRKCZ;-0.442016333;0.019409134;-0.756729239984152
PRKCZ-AS1;-0.381170637;0.010375745;-0.756235191122547
PRKD1;-0.710545954;0.005683374;-1.59545545403375
PRKD2;-0.608091146;0.011014245;-1.1906699905336
PRKD3;0.240721335;0.015749358;0.43395729217574
PRKDC;-0.385883657;0.04387057;-0.523963141394295
PRKG1;-0.210777513;0.175811022;-0.159127305784069
PRKG1-AS1;-0.451469595;0.002052775;-1.21339616223698
PRKG2;0.230257005;0.142338221;0.194953647885363
PRKN;0.35079473;0.104919595;0.343478342704225
PRKRA;0.312051153;0.064984057;0.370465000289901
PRKRIP1;0.306914384;0.03375604;0.451670095039403
PRKRIR;0.172548359;0.052495826;0.220840370048025
PRKX;0.336745376;0.11348647;0.318243208602633
PRKX-AS1;-0.394086325;0.336403662;-0.186457722131464
PRKY;-0.156276749;0.095238469;-0.159587877416437
PRL;-0.364720543;0.049220743;-0.477000431349923
PRLH;-0.098683462;0.368340389;-0.0428040165350144
PRLHR;0.499741453;0.006728666;1.08547393196757
PRLR;0.420027261;0.004548033;0.983777935039284
PRM2;0.276718778;0.308984637;0.141144041486911
PRM3;-0.709553996;0.004458449;-1.66803102634991
PRMT1;0.355626884;0.006080105;0.788100797514344
PRMT2;-0.754015837;0.028471618;-1.16539771776049
PRMT3;-0.229661614;0.033703725;-0.338135869221604
PRMT5;-0.481304656;0.004665874;-1.12195339733621
PRMT5-AS1;0.155475494;0.048500033;0.204334906491504
PRMT6;0.461052183;0.030829703;0.69666398393871
PRMT7;0.342597212;0.022648949;0.563555950624839
PRMT9;-0.532783365;0.013340362;-0.998879507092022
PRND;-0.30571224;0.061463259;-0.370335043204945
PRNP;-0.458788297;0.020159078;-0.777889016007944
PRNT;-0.358710289;0.074679809;-0.404193606298442
PROB1;-0.832068536;3.90E-05;-3.66853641775005
PROC;0.282631535;0.11520442;0.26525841709727
PROCA1;-0.513260785;0.002386298;-1.34591109063918
PRODH2;0.350519698;0.083255177;0.378417123155341
PROK1;0.090893125;0.462036308;0.0304786367152501
PROK2;0.344749306;0.025568929;0.548939997748783
PROKR1;0.214189599;0.154568254;0.173681997529384
PROKR2;-0.675716166;0.049011716;-0.884985524564474
PROM2;0.062450266;0.382162871;0.026088692863543
PROP1;0.063498172;0.953986734;0.00129902429847025
PRORSD1P;-0.490455815;0.005200749;-1.12016876324726
PRORY;0.30062743;0.759364496;0.0359399227089554
PROS1;-0.294287364;0.122477078;-0.26837394412876
PROSC;-0.750909369;0.000592439;-2.42345212767117
PROSER1;-0.630858913;0.002893634;-1.60147093190463
PROSER2;-0.302390877;0.011468748;-0.586784655481019
PROSER2-AS1;-0.179613876;0.635882804;-0.0353162046569069
PROSER3;-0.547303173;0.016805829;-0.971211405308295
PROX1;-0.049184029;0.784289978;-0.00519006274713087
PROX2;0.312264069;0.335206041;0.148228057354452
PROZ;-0.361438601;0.029950331;-0.550687264634757
PRPF18;0.34438358;0.010434264;0.682409212086484
PRPF19;-0.272004234;0.012435072;-0.518263728513722
PRPF3;0.360887873;0.065314118;0.427649579282026
PRPF31;-0.40852432;0.036711916;-0.586311223565203
PRPF38A;-0.379809027;0.001234918;-1.10462209546814
PRPF38B;0.297605742;0.0123734;0.567686210823633
PRPF39;-0.034397973;0.615547048;-0.0072489857331352
PRPF4;-0.586169377;0.027631123;-0.913604449072985
PRPF40A;0.250192634;0.086935823;0.265404653925039
PRPF40B;-0.629954485;0.004476306;-1.47981362826782
PRPF4B;-0.26749336;0.005075825;-0.613761738245574
PRPF6;0.425691244;0.012021281;0.817348154200782
PRPF8;-0.389117942;0.000343488;-1.34793896107131
PRPH;0.295457333;0.030529634;0.447700115450342
PRPH2;0.527133022;0.024180561;0.852128256244032
PRPS1;0.248587427;0.174984915;0.188180530379834
PRPS2;0.57459449;0.013991282;1.06538005839364
PRPSAP1;-0.429044321;0.003860735;-1.03542553430114
PRPSAP2;0.507657822;0.01482754;0.928471075101745
PRR11;-0.611733059;0.020254184;-1.03596091172497
PRR12;0.355626884;0.006080105;0.788100797514344
PRR13;-0.374420095;0.066844836;-0.439918202687649
PRR14;-0.413149325;0.006208433;-0.911827997510587
PRR14L;0.33378081;0.051988129;0.428606540281285
PRR15;-0.210830485;0.266314233;-0.12114438204166
PRR15L;-0.547375908;0.027359202;-0.855491931335656
PRR16;-0.407259364;0.002479787;-1.06114914288365
PRR18;-0.209073881;0.177781092;-0.156829335183755
PRR19;0.26696205;0.035150857;0.388179928200126
PRR20C;-0.395751594;0.071585304;-0.453205277429735
PRR20E;0.032167699;0.578407923;0.00764837761670032
PRR25;-0.625911136;0.058367462;-0.772267430420524
PRR26;-0.039505122;0.364788514;-0.017301617588659
PRR29;0.352488393;0.039220749;0.495769326129292
PRR3;-0.301607604;0.009476448;-0.610259077497855
PRR32;-0.264298955;0.631467528;-0.0527670160647677
PRR34;0.145555982;0.259600471;0.085251341581051
PRR34-AS1;0.145555982;0.259600471;0.085251341581051
PRR35;-0.333363138;0.075095001;-0.374829836234547
PRR36;-0.191477769;0.360969866;-0.0847344755502056
PRR5;-0.288024514;0.027709945;-0.448559106062136
PRR5-ARHGAP8;-0.288024514;0.027709945;-0.448559106062136
PRR5L;-0.129649613;0.384720371;-0.0537857664918192
PRR7;0.281396801;0.122107085;0.256988199445676
PRR7-AS1;-0.448093861;0.165833659;-0.349659880212084
PRRC1;0.302834958;0.108453213;0.292162320368693
PRRC2A;-0.360300069;0.007705567;-0.761384448072955
PRRC2B;0.26497449;0.149761993;0.218497537598935
PRRC2C;0.24162326;0.016880164;0.428307029747805
PRRG1;-0.610453774;0.026340278;-0.964138265313742
PRRG2;-0.392983143;0.019341247;-0.673382718094062
PRRG4;0.383625364;0.045608569;0.514423795195612
PRRT1;0.81634687;0.034092879;1.197855414423
PRRT2;-0.541516372;0.003237222;-1.34828236381723
PRRT3;0.493755677;0.002114933;1.32064998127623
PRRT3-AS1;-0.077906682;0.525931118;-0.0217415059619586
PRRT4;-0.460268502;0.073180551;-0.522682901483546
PRRX2;-0.221591203;0.390261532;-0.0905519720485389
PRSS1;0.48632071;0.026922627;0.763466403967076
PRSS12;-0.335633222;0.037648077;-0.4780280336382
PRSS16;0.428528486;0.040810602;0.595323342536802
PRSS2;0.441957477;0.026574175;0.696321775834164
PRSS21;0.263434763;0.006138486;0.582701555190361
PRSS22;-0.84430516;0.007610765;-1.78872100775482
PRSS23;-0.367444571;0.188528909;-0.266258436715252
PRSS27;-0.84430516;0.007610765;-1.78872100775482
PRSS3;-0.119953909;0.190620176;-0.0863465583196962
PRSS30P;0.263434763;0.006138486;0.582701555190361
PRSS33;-0.84430516;0.007610765;-1.78872100775482
PRSS35;-0.295247729;0.036762486;-0.423560953539313
PRSS36;-0.414206131;0.002879196;-1.05238543362195
PRSS38;-0.060959535;0.936300924;-0.00174250075584896
PRSS3P2;-0.340289726;0.267315699;-0.194977687848064
PRSS41;-0.84430516;0.007610765;-1.78872100775482
PRSS42;0.181227079;0.101539842;0.180024368518564
PRSS45;-0.198917842;0.208592541;-0.135403618811655
PRSS46P;-0.201511412;0.518976514;-0.0574009882711012
PRSS48;0.306151315;0.126445286;0.274953686821323
PRSS50;-0.420771035;0.068974581;-0.488646001573249
PRSS54;-0.072259154;0.688821456;-0.011698275321838
PRSS56;0.1573859;0.928947151;0.00503776415189128
PRSS57;-0.29668489;0.221783589;-0.194052861894802
PRSS8;-0.456633834;0.073402665;-0.517954356863464
PRTFDC1;-0.554015335;0.002770929;-1.41682474689125
PRTG;0.323192128;0.342115527;0.150551688832295
PRUNE;0.100925705;0.002556652;0.261632569561744
PRUNE1;0.079088815;0.440292254;0.0281760985805531
PRUNE2;-0.266230854;0.418803414;-0.100632543716083
PRX;0.094483948;0.640792009;0.0182621326786546
PSAP;-0.474629153;0.010579058;-0.937655047965045
PSAPL1;-0.351879652;0.427594661;-0.12983223505374
PSAT1;0.441389453;0.025657409;0.702156693260088
PSCA;0.382643359;0.007539456;0.812221748195878
PSD;-0.359503701;0.008954058;-0.736256424372725
PSD2;-0.21026117;0.200448141;-0.146761869227849
PSD2-AS1;-0.267762205;0.136111898;-0.231909892698616
PSD3;-0.766278233;0.10919437;-0.737006215253246
PSD4;-0.506200741;0.032616751;-0.752497420121495
PSEN1;0.581091901;0.009046646;1.18746850727941
PSEN2;0.550829584;0.063900847;0.657962294498482
PSENEN;-0.547303173;0.016805829;-0.971211405308295
PSG1;0.340824997;0.047214336;0.451908763705696
PSG10P;0.340824997;0.047214336;0.451908763705696
PSG11;-0.30623749;0.277528336;-0.170480165427008
PSG3;0.272486601;0.026414607;0.430026322439112
PSG5;-0.286565872;0.063036086;-0.343996756381504
PSG6;0.340824997;0.047214336;0.451908763705696
PSG7;0.338224893;0.210450608;0.228927456330017
PSIP1;-0.101893699;0.020076736;-0.172944877538266
PSKH1;0.431172006;0.008220165;0.899045142455362
PSKH2;-0.026380999;0.698366795;-0.00411323086888093
PSMA1;-0.492243178;0.011343814;-0.95753156409601
PSMA2;0.420305607;0.019255214;0.721013947167227
PSMA3;0.387899546;0.038167375;0.550160916047924
PSMA4;0.610352859;0.030928595;0.92141297307958
PSMA5;0.322517224;0.006568086;0.703913569554097
PSMA6;-0.348319955;0.066526505;-0.409974430278541
PSMA7;-0.635749322;0.021623758;-1.0585663782573
PSMA8;-0.608178682;0.00517721;-1.3902382148705
PSMB1;-0.743363911;0.022279039;-1.22811415352706
PSMB10;0.711585494;0.014490193;1.30855294514761
PSMB2;0.246314203;0.026918406;0.386701145779886
PSMB3;0.321019559;0.038278676;0.454898548544474
PSMB4;0.222696604;0.014492586;0.409506566398315
PSMB5;-0.157479373;0.058305666;-0.194375095541785
PSMB6;-0.498495921;0.083382584;-0.537839537266849
PSMB7;0.425629728;0.027749976;0.662593711084653
PSMB8;0.249936742;0.018958055;0.430442611958112
PSMB8-AS1;0.249936742;0.018958055;0.430442611958112
PSMB9;0.337102799;0.017172479;0.595042738439965
PSMC1;0.262780671;0.106290523;0.255818416951469
PSMC2;0.40920008;0.015682459;0.738436669768539
PSMC3;0.507559404;0.004095011;1.21192239220549
PSMC3IP;-0.422927853;0.003445004;-1.0415910596243
PSMC4;0.084921974;0.007944946;0.178328421767515
PSMC5;0.546960864;0.035509513;0.792904706555516
PSMC6;0.147439481;0.053957843;0.186945214640275
PSMD1;-0.471062671;0.163030784;-0.371070378226848
PSMD10;-0.464892745;0.158176045;-0.372313672601558
PSMD11;0.246573525;0.003980599;0.591789175903624
PSMD12;-0.350829793;0.028301391;-0.543151955569502
PSMD13;-0.615270321;0.009013713;-1.25828704106846
PSMD14;0.17941478;0.121402448;0.16430313164894
PSMD2;0.235756862;0.038647646;0.333095436949518
PSMD3;-0.750909369;0.000592439;-2.42345212767117
PSMD4;-0.797194155;0.060842407;-0.969223562016609
PSMD5;-0.347055584;0.033130817;-0.513561696880039
PSMD5-AS1;-0.347055584;0.033130817;-0.513561696880039
PSMD6;0.638020768;0.000815576;1.97054983171782
PSMD6-AS2;0.520062463;0.005840245;1.16159536095272
PSMD7;-0.307441971;0.185110677;-0.22522231301718
PSMD8;0.568428947;0.011897765;1.09396118372651
PSMD9;-0.615798111;0.04809256;-0.811573942406914
PSME1;-0.571213975;0.007127798;-1.22642188994645
PSME2;0.380930279;0.047820053;0.502976510854556
PSME3;0.451287729;0.013293743;0.846774958460167
PSME4;0.464973921;0.012622901;0.882911463241247
PSMF1;-0.269624268;0.016143248;-0.483169136808625
PSMG1;0.332869013;0.009395416;0.674753445661138
PSMG2;-0.305363687;0.003478683;-0.750762624729384
PSMG3;-0.524385735;0.006434242;-1.14919270624941
PSMG3-AS1;-0.524385735;0.006434242;-1.14919270624941
PSMG4;0.542888821;0.01375941;1.01053335354749
PSORS1C1;0.247401977;0.029905954;0.377100568104597
PSORS1C2;0.483643276;0.010109146;0.965006430850425
PSORS1C3;-0.360300069;0.007705567;-0.761384448072955
PSPC1;-0.928193885;0.001610404;-2.59250600135815
PSPH;-0.460478652;0.029759319;-0.702864028574295
PSPN;0.567868067;0.057203336;0.705620732188163
PSRC1;0.322517224;0.006568086;0.703913569554097
PSTK;-0.707977541;0.01041961;-1.40331664650222
PSTPIP1;0.45992269;0.034956545;0.669864289397153
PSTPIP2;0.267514486;0.032311412;0.398768880326624
PTAFR;0.167830509;0.482031687;0.0531895853623626
PTAR1;0.439275126;0.0437236;0.59709968878055
PTBP1;-0.269624268;0.016143248;-0.483169136808625
PTBP2;-0.542126718;0.008731034;-1.11620330578642
PTBP3;0.422807809;0.017634492;0.74145143746093
PTCD1;0.224084808;0.044161862;0.303624298531139
PTCD2;0.428558155;0.004551038;1.00363585971805
PTCD3;0.268950275;0.014495739;0.49453491062051
PTCH1;-0.462728632;0.078739109;-0.510764261741892
PTCH2;-0.260366132;0.071777713;-0.297861558489816
PTCHD1;-4.19E-01;0.18372109;-0.308317373392955
PTCHD2;0.195587694;0.026286377;0.309081221974213
PTCHD3;-0.236719741;0.360005379;-0.105030421018053
PTCHD4;-0.416559214;0.002450725;-1.08751339729617
PTCRA;-0.157688697;0.13454224;-0.137369143754202
PTCSC2;-0.219664936;0.082685723;-0.23780255373779
PTDSS1;-0.520778344;0.007866698;-1.09582570870617
PTDSS2;-0.464736514;0.005333811;-1.05632861168231
PTEN;-0.748697421;0.00585563;-1.67141186794085
PTENP1;-0.113157168;0.456407567;-0.0385466683448293
PTENP1-AS;-0.113157168;0.456407567;-0.0385466683448293
PTER;-0.519680751;0.000433259;-1.74781753667777
PTGDR;0.219035845;0.412817754;0.0841626908411266
PTGDR2;0.189600362;0.262298514;0.110196520992186
PTGDS;-0.225260078;0.137232712;-0.194296357945906
PTGER1;-0.316049709;0.015326013;-0.573494576585902
PTGER2;0.539246526;0.039915738;0.754328150299473
PTGER3;-0.851077708;0.000663196;-2.70502972852861
PTGER4;0.963897255;0.001437145;2.7398773803138
PTGER4P2-CDK2AP2P2;-0.07172332;0.972777139;-0.00085972191774558
PTGES;0.239158018;0.062696641;0.2876486755834
PTGES2;-0.331129349;0.020429212;-0.559525282614585
PTGES2-AS1;-0.331129349;0.020429212;-0.559525282614585
PTGES3;0.301507561;0.045369915;0.404994614542622
PTGES3L;0.284931812;0.018761996;0.491997732225758
PTGES3L-AARSD1;0.284931812;0.018761996;0.491997732225758
PTGFR;0.234559646;0.802139903;0.0224590576865378
PTGFRN;-0.326678291;0.023880263;-0.529859413087363
PTGIR;-0.608091146;0.011014245;-1.1906699905336
PTGIS;-0.672939895;0.150146097;-0.554156550520422
PTGR1;0.616468767;0.003395007;1.52215960518377
PTGR2;-0.369265576;0.015983717;-0.663319958680892
PTGS1;-0.463716219;0.060120791;-0.566186056147643
PTGS2;0.255624376;0.433337184;0.0928361381781209
PTH;0.165979812;0.310211038;0.0843746345881193
PTH1R;-0.583003084;0.144554797;-0.48970363820529
PTH2;0.355626884;0.006080105;0.788100797514344
PTH2R;0.042783398;0.552926933;0.0110095482889301
PTHLH;0.29500945;0.054722845;0.372252167262012
PTK2;-0.211522756;0.04030367;-0.295001355097737
PTK2B;0.629872698;0.030835768;0.951703148867264
PTK6;-0.304171905;0.001489181;-0.859909948550313
PTK7;-0.688891366;0.042556546;-0.944493228654553
PTMA;0.492115178;0.087827746;0.519854855672855
PTMS;-0.285263742;0.00820496;-0.595038352217031
PTN;-0.162661347;0.459367649;-0.0549534433135806
PTOV1;-0.276098396;0.019247079;-0.473684118865571
PTOV1-AS1;-0.276098396;0.019247079;-0.473684118865571
PTP4A1;-0.361691173;0.020129402;-0.61348940109602
PTP4A2;0.407188142;0.001791911;1.11841697729987
PTP4A3;0.206694238;0.156110058;0.166713188602414
PTPA;0.158179325;0.506290807;0.046757801868352
PTPDC1;0.265504418;0.003691771;0.645909920778366
PTPLA;0.53855148;0.010047386;1.07599726680415
PTPLAD1;-0.350829793;0.028301391;-0.543151955569502
PTPLAD2;-1.126117754;0.004430465;-2.65037521689603
PTPLB;0.359924005;0.007635593;0.762015709025785
PTPMT1;0.507559404;0.004095011;1.21192239220549
PTPN1;0.659778935;0.000135517;2.55202902511538
PTPN11;-0.545418265;0.047190597;-0.723303447840259
PTPN12;0.344358715;0.014308355;0.635138758515828
PTPN13;-0.7360853;0.00642753;-1.6134665071435
PTPN14;0.222152539;0.370088757;0.0959019422130763
PTPN18;0.501976521;0.003508054;1.23231909311845
PTPN2;-1.029935936;0.001393974;-2.9412347358239
PTPN20;-0.239971961;0.09880334;-0.241226624172528
PTPN21;0.430198592;0.005729723;0.964447757215565
PTPN22;0.36388759;0.043507077;0.495411154579534
PTPN23;-0.344902538;0.008530128;-0.713618682701494
PTPN3;-0.096270428;0.544398511;-0.0254233903033756
